fecha,estacion,comuna,mp25,estado_registro,nivel_calidad_aire,mes,dia_semana,mp25_dia_anterior,mp25_promedio_7d,nivel_calidad_aire_dia_siguiente
2023-09-13,Puente Alto,Puente Alto,22.0,validado,buena,9,2,14.0,18.0,regular
2023-09-14,Puente Alto,Puente Alto,26.0,validado,regular,9,3,22.0,19.43,buena
2023-09-15,Puente Alto,Puente Alto,19.0,validado,buena,9,4,26.0,21.57,buena
2023-09-16,Puente Alto,Puente Alto,12.0,validado,buena,9,5,19.0,21.43,buena
2023-09-17,Puente Alto,Puente Alto,15.0,validado,buena,9,6,12.0,19.14,regular
2023-09-18,Puente Alto,Puente Alto,39.0,validado,regular,9,0,15.0,16.14,regular
2023-09-19,Puente Alto,Puente Alto,44.0,validado,regular,9,1,39.0,21.0,buena
2023-09-20,Puente Alto,Puente Alto,15.0,validado,buena,9,2,44.0,25.29,buena
2023-09-21,Puente Alto,Puente Alto,15.0,validado,buena,9,3,15.0,24.29,buena
2023-09-22,Puente Alto,Puente Alto,18.0,validado,buena,9,4,15.0,22.71,regular
2023-09-23,Puente Alto,Puente Alto,33.0,validado,regular,9,5,18.0,22.57,buena
2023-09-24,Puente Alto,Puente Alto,21.0,validado,buena,9,6,33.0,25.57,buena
2023-09-25,Puente Alto,Puente Alto,13.0,validado,buena,9,0,21.0,26.43,buena
2023-09-26,Puente Alto,Puente Alto,8.0,validado,buena,9,1,13.0,22.71,buena
2023-09-27,Puente Alto,Puente Alto,15.0,validado,buena,9,2,8.0,17.57,buena
2023-09-28,Puente Alto,Puente Alto,17.0,validado,buena,9,3,15.0,17.57,buena
2023-09-29,Puente Alto,Puente Alto,20.0,validado,buena,9,4,17.0,17.86,buena
2023-09-30,Puente Alto,Puente Alto,22.0,validado,buena,9,5,20.0,18.14,buena
2023-10-01,Puente Alto,Puente Alto,14.0,validado,buena,10,6,22.0,16.57,buena
2023-10-02,Puente Alto,Puente Alto,9.0,validado,buena,10,0,14.0,15.57,buena
2023-10-03,Puente Alto,Puente Alto,9.0,validado,buena,10,1,9.0,15.0,buena
2023-10-04,Puente Alto,Puente Alto,10.0,validado,buena,10,2,9.0,15.14,buena
2023-10-05,Puente Alto,Puente Alto,12.0,validado,buena,10,3,10.0,14.43,buena
2023-10-06,Puente Alto,Puente Alto,12.0,validado,buena,10,4,12.0,13.71,buena
2023-10-07,Puente Alto,Puente Alto,17.0,validado,buena,10,5,12.0,12.57,buena
2023-10-08,Puente Alto,Puente Alto,14.0,validado,buena,10,6,17.0,11.86,buena
2023-10-09,Puente Alto,Puente Alto,14.0,validado,buena,10,0,14.0,11.86,buena
2023-10-10,Puente Alto,Puente Alto,15.0,validado,buena,10,1,14.0,12.57,buena
2023-10-11,Puente Alto,Puente Alto,16.0,validado,buena,10,2,15.0,13.43,buena
2023-10-12,Puente Alto,Puente Alto,13.0,validado,buena,10,3,16.0,14.29,buena
2023-10-13,Puente Alto,Puente Alto,16.0,validado,buena,10,4,13.0,14.43,buena
2023-10-14,Puente Alto,Puente Alto,14.0,validado,buena,10,5,16.0,15.0,buena
2023-10-15,Puente Alto,Puente Alto,11.0,validado,buena,10,6,14.0,14.57,buena
2023-10-16,Puente Alto,Puente Alto,11.0,validado,buena,10,0,11.0,14.14,buena
2023-10-17,Puente Alto,Puente Alto,13.0,validado,buena,10,1,11.0,13.71,buena
2023-10-18,Puente Alto,Puente Alto,12.0,validado,buena,10,2,13.0,13.43,buena
2023-10-19,Puente Alto,Puente Alto,16.0,validado,buena,10,3,12.0,12.86,buena
2023-10-20,Puente Alto,Puente Alto,22.0,validado,buena,10,4,16.0,13.29,regular
2023-10-21,Puente Alto,Puente Alto,31.0,validado,regular,10,5,22.0,14.14,regular
2023-10-22,Puente Alto,Puente Alto,38.0,validado,regular,10,6,31.0,16.57,buena
2023-12-01,Puente Alto,Puente Alto,13.0,validado,buena,12,4,38.0,20.43,buena
2023-12-02,Puente Alto,Puente Alto,13.0,validado,buena,12,5,13.0,20.71,buena
2023-12-03,Puente Alto,Puente Alto,13.0,validado,buena,12,6,13.0,20.71,buena
2023-12-04,Puente Alto,Puente Alto,9.0,validado,buena,12,0,13.0,20.86,buena
2023-12-05,Puente Alto,Puente Alto,11.0,validado,buena,12,1,9.0,19.86,buena
2023-12-06,Puente Alto,Puente Alto,13.0,validado,buena,12,2,11.0,18.29,buena
2023-12-07,Puente Alto,Puente Alto,13.0,validado,buena,12,3,13.0,15.71,buena
2023-12-08,Puente Alto,Puente Alto,15.0,validado,buena,12,4,13.0,12.14,buena
2023-12-09,Puente Alto,Puente Alto,14.0,validado,buena,12,5,15.0,12.43,buena
2023-12-10,Puente Alto,Puente Alto,15.0,validado,buena,12,6,14.0,12.57,buena
2023-12-11,Puente Alto,Puente Alto,20.0,validado,buena,12,0,15.0,12.86,buena
2023-12-12,Puente Alto,Puente Alto,15.0,validado,buena,12,1,20.0,14.43,buena
2023-12-13,Puente Alto,Puente Alto,11.0,validado,buena,12,2,15.0,15.0,buena
2023-12-14,Puente Alto,Puente Alto,12.0,validado,buena,12,3,11.0,14.71,buena
2023-12-15,Puente Alto,Puente Alto,13.0,validado,buena,12,4,12.0,14.57,buena
2023-12-16,Puente Alto,Puente Alto,6.0,validado,buena,12,5,13.0,14.29,buena
2023-12-17,Puente Alto,Puente Alto,5.0,validado,buena,12,6,6.0,13.14,buena
2023-12-18,Puente Alto,Puente Alto,8.0,validado,buena,12,0,5.0,11.71,buena
2023-12-19,Puente Alto,Puente Alto,12.0,validado,buena,12,1,8.0,10.0,buena
2023-12-20,Puente Alto,Puente Alto,18.0,validado,buena,12,2,12.0,9.57,buena
2023-12-21,Puente Alto,Puente Alto,19.0,validado,buena,12,3,18.0,10.57,buena
2023-12-22,Puente Alto,Puente Alto,16.0,validado,buena,12,4,19.0,11.57,buena
2023-12-23,Puente Alto,Puente Alto,14.0,validado,buena,12,5,16.0,12.0,buena
2023-12-24,Puente Alto,Puente Alto,16.0,validado,buena,12,6,14.0,13.14,buena
2023-12-25,Puente Alto,Puente Alto,17.0,validado,buena,12,0,16.0,14.71,buena
2023-12-26,Puente Alto,Puente Alto,12.0,validado,buena,12,1,17.0,16.0,buena
2023-12-27,Puente Alto,Puente Alto,12.0,validado,buena,12,2,12.0,16.0,buena
2023-12-28,Puente Alto,Puente Alto,11.0,validado,buena,12,3,12.0,15.14,buena
2023-12-29,Puente Alto,Puente Alto,16.0,validado,buena,12,4,11.0,14.0,buena
2023-12-30,Puente Alto,Puente Alto,10.0,validado,buena,12,5,16.0,14.0,buena
2023-12-31,Puente Alto,Puente Alto,13.0,validado,buena,12,6,10.0,13.43,buena
2024-01-01,Puente Alto,Puente Alto,11.0,validado,buena,1,0,13.0,13.0,buena
2024-01-02,Puente Alto,Puente Alto,13.0,validado,buena,1,1,11.0,12.14,buena
2024-01-03,Puente Alto,Puente Alto,15.0,validado,buena,1,2,13.0,12.29,buena
2024-01-04,Puente Alto,Puente Alto,14.0,validado,buena,1,3,15.0,12.71,buena
2024-01-05,Puente Alto,Puente Alto,13.0,validado,buena,1,4,14.0,13.14,buena
2024-01-06,Puente Alto,Puente Alto,13.0,validado,buena,1,5,13.0,12.71,buena
2024-01-07,Puente Alto,Puente Alto,9.0,validado,buena,1,6,13.0,13.14,buena
2024-01-08,Puente Alto,Puente Alto,8.0,validado,buena,1,0,9.0,12.57,buena
2024-01-09,Puente Alto,Puente Alto,9.0,validado,buena,1,1,8.0,12.14,buena
2024-01-10,Puente Alto,Puente Alto,12.0,validado,buena,1,2,9.0,11.57,buena
2024-01-11,Puente Alto,Puente Alto,15.0,validado,buena,1,3,12.0,11.14,buena
2024-01-12,Puente Alto,Puente Alto,14.0,validado,buena,1,4,15.0,11.29,buena
2024-01-13,Puente Alto,Puente Alto,13.0,validado,buena,1,5,14.0,11.43,buena
2024-01-14,Puente Alto,Puente Alto,9.0,validado,buena,1,6,13.0,11.43,buena
2024-01-15,Puente Alto,Puente Alto,8.0,validado,buena,1,0,9.0,11.43,buena
2024-01-16,Puente Alto,Puente Alto,7.0,validado,buena,1,1,8.0,11.43,buena
2024-01-17,Puente Alto,Puente Alto,10.0,validado,buena,1,2,7.0,11.14,buena
2024-01-18,Puente Alto,Puente Alto,12.0,validado,buena,1,3,10.0,10.86,buena
2024-01-19,Puente Alto,Puente Alto,14.0,validado,buena,1,4,12.0,10.43,buena
2024-01-20,Puente Alto,Puente Alto,17.0,validado,buena,1,5,14.0,10.43,buena
2024-01-21,Puente Alto,Puente Alto,16.0,validado,buena,1,6,17.0,11.0,buena
2024-01-22,Puente Alto,Puente Alto,16.0,validado,buena,1,0,16.0,12.0,buena
2024-01-23,Puente Alto,Puente Alto,16.0,validado,buena,1,1,16.0,13.14,buena
2024-01-24,Puente Alto,Puente Alto,17.0,validado,buena,1,2,16.0,14.43,buena
2024-01-25,Puente Alto,Puente Alto,13.0,validado,buena,1,3,17.0,15.43,buena
2024-01-26,Puente Alto,Puente Alto,13.0,validado,buena,1,4,13.0,15.57,buena
2024-01-27,Puente Alto,Puente Alto,13.0,validado,buena,1,5,13.0,15.43,buena
2024-01-28,Puente Alto,Puente Alto,12.0,validado,buena,1,6,13.0,14.86,buena
2024-01-29,Puente Alto,Puente Alto,14.0,validado,buena,1,0,12.0,14.29,buena
2024-01-30,Puente Alto,Puente Alto,16.0,validado,buena,1,1,14.0,14.0,buena
2024-01-31,Puente Alto,Puente Alto,16.0,validado,buena,1,2,16.0,14.0,buena
2024-02-01,Puente Alto,Puente Alto,15.0,validado,buena,2,3,16.0,13.86,buena
2024-02-02,Puente Alto,Puente Alto,13.0,validado,buena,2,4,15.0,14.14,buena
2024-02-03,Puente Alto,Puente Alto,10.0,validado,buena,2,5,13.0,14.14,buena
2024-02-04,Puente Alto,Puente Alto,23.0,validado,buena,2,6,10.0,13.71,buena
2024-02-05,Puente Alto,Puente Alto,22.0,validado,buena,2,0,23.0,15.29,buena
2024-02-06,Puente Alto,Puente Alto,17.0,validado,buena,2,1,22.0,16.43,buena
2024-02-07,Puente Alto,Puente Alto,12.0,validado,buena,2,2,17.0,16.57,buena
2024-02-08,Puente Alto,Puente Alto,8.0,validado,buena,2,3,12.0,16.0,buena
2024-02-09,Puente Alto,Puente Alto,11.0,validado,buena,2,4,8.0,15.0,buena
2024-02-10,Puente Alto,Puente Alto,11.0,validado,buena,2,5,11.0,14.71,buena
2024-02-11,Puente Alto,Puente Alto,10.0,validado,buena,2,6,11.0,14.86,buena
2024-02-12,Puente Alto,Puente Alto,12.0,validado,buena,2,0,10.0,13.0,buena
2024-02-13,Puente Alto,Puente Alto,12.0,validado,buena,2,1,12.0,11.57,buena
2024-02-14,Puente Alto,Puente Alto,14.0,validado,buena,2,2,12.0,10.86,buena
2024-02-15,Puente Alto,Puente Alto,17.0,validado,buena,2,3,14.0,11.14,buena
2024-02-16,Puente Alto,Puente Alto,17.0,validado,buena,2,4,17.0,12.43,buena
2024-02-17,Puente Alto,Puente Alto,16.0,validado,buena,2,5,17.0,13.29,buena
2024-02-18,Puente Alto,Puente Alto,12.0,validado,buena,2,6,16.0,14.0,buena
2024-02-19,Puente Alto,Puente Alto,15.0,validado,buena,2,0,12.0,14.29,buena
2024-02-20,Puente Alto,Puente Alto,11.0,validado,buena,2,1,15.0,14.71,buena
2024-02-21,Puente Alto,Puente Alto,9.0,validado,buena,2,2,11.0,14.57,buena
2024-02-22,Puente Alto,Puente Alto,6.0,validado,buena,2,3,9.0,13.86,buena
2024-02-23,Puente Alto,Puente Alto,7.0,validado,buena,2,4,6.0,12.29,buena
2024-02-24,Puente Alto,Puente Alto,10.0,validado,buena,2,5,7.0,10.86,buena
2024-02-25,Puente Alto,Puente Alto,11.0,validado,buena,2,6,10.0,10.0,buena
2024-02-26,Puente Alto,Puente Alto,13.0,validado,buena,2,0,11.0,9.86,buena
2024-02-27,Puente Alto,Puente Alto,12.0,validado,buena,2,1,13.0,9.57,buena
2024-02-28,Puente Alto,Puente Alto,11.0,validado,buena,2,2,12.0,9.71,buena
2024-02-29,Puente Alto,Puente Alto,9.0,validado,buena,2,3,11.0,10.0,buena
2024-03-01,Puente Alto,Puente Alto,13.0,validado,buena,3,4,9.0,10.43,buena
2024-03-02,Puente Alto,Puente Alto,13.0,validado,buena,3,5,13.0,11.29,buena
2024-03-03,Puente Alto,Puente Alto,10.0,validado,buena,3,6,13.0,11.71,buena
2024-03-04,Puente Alto,Puente Alto,11.0,validado,buena,3,0,10.0,11.57,buena
2024-03-05,Puente Alto,Puente Alto,13.0,validado,buena,3,1,11.0,11.29,buena
2024-03-06,Puente Alto,Puente Alto,13.0,validado,buena,3,2,13.0,11.43,buena
2024-03-07,Puente Alto,Puente Alto,10.0,validado,buena,3,3,13.0,11.71,buena
2024-03-08,Puente Alto,Puente Alto,7.0,validado,buena,3,4,10.0,11.86,buena
2024-03-09,Puente Alto,Puente Alto,10.0,validado,buena,3,5,7.0,11.0,buena
2024-03-10,Puente Alto,Puente Alto,11.0,validado,buena,3,6,10.0,10.57,buena
2024-03-15,Puente Alto,Puente Alto,20.0,validado,buena,3,4,11.0,10.71,buena
2024-03-16,Puente Alto,Puente Alto,22.0,validado,buena,3,5,20.0,12.0,buena
2024-03-17,Puente Alto,Puente Alto,20.0,validado,buena,3,6,22.0,13.29,buena
2024-03-18,Puente Alto,Puente Alto,20.0,validado,buena,3,0,20.0,14.29,buena
2024-03-19,Puente Alto,Puente Alto,20.0,validado,buena,3,1,20.0,15.71,buena
2024-03-20,Puente Alto,Puente Alto,21.0,validado,buena,3,2,20.0,17.57,buena
2024-03-21,Puente Alto,Puente Alto,24.0,validado,buena,3,3,21.0,19.14,buena
2024-03-22,Puente Alto,Puente Alto,17.0,validado,buena,3,4,24.0,21.0,buena
2024-03-23,Puente Alto,Puente Alto,14.0,validado,buena,3,5,17.0,20.57,buena
2024-03-24,Puente Alto,Puente Alto,12.0,validado,buena,3,6,14.0,19.43,buena
2024-03-25,Puente Alto,Puente Alto,13.0,validado,buena,3,0,12.0,18.29,buena
2024-03-26,Puente Alto,Puente Alto,17.0,validado,buena,3,1,13.0,17.29,buena
2024-03-27,Puente Alto,Puente Alto,18.0,validado,buena,3,2,17.0,16.86,buena
2024-03-28,Puente Alto,Puente Alto,19.0,validado,buena,3,3,18.0,16.43,buena
2024-03-29,Puente Alto,Puente Alto,21.0,validado,buena,3,4,19.0,15.71,buena
2024-03-30,Puente Alto,Puente Alto,21.0,validado,buena,3,5,21.0,16.29,buena
2024-03-31,Puente Alto,Puente Alto,12.0,validado,buena,3,6,21.0,17.29,buena
2024-04-01,Puente Alto,Puente Alto,16.0,validado,buena,4,0,12.0,17.29,buena
2024-04-02,Puente Alto,Puente Alto,18.0,validado,buena,4,1,16.0,17.71,buena
2024-04-03,Puente Alto,Puente Alto,22.0,validado,buena,4,2,18.0,17.86,buena
2024-04-04,Puente Alto,Puente Alto,21.0,validado,buena,4,3,22.0,18.43,buena
2024-04-05,Puente Alto,Puente Alto,15.0,validado,buena,4,4,21.0,18.71,buena
2024-04-06,Puente Alto,Puente Alto,18.0,validado,buena,4,5,15.0,17.86,buena
2024-04-07,Puente Alto,Puente Alto,17.0,validado,buena,4,6,18.0,17.43,buena
2024-04-08,Puente Alto,Puente Alto,16.0,validado,buena,4,0,17.0,18.14,buena
2024-04-09,Puente Alto,Puente Alto,20.0,validado,buena,4,1,16.0,18.14,buena
2024-04-10,Puente Alto,Puente Alto,20.0,validado,buena,4,2,20.0,18.43,buena
2024-04-11,Puente Alto,Puente Alto,21.0,validado,buena,4,3,20.0,18.14,buena
2024-04-12,Puente Alto,Puente Alto,21.0,validado,buena,4,4,21.0,18.14,buena
2024-04-13,Puente Alto,Puente Alto,22.0,validado,buena,4,5,21.0,19.0,buena
2024-04-14,Puente Alto,Puente Alto,15.0,validado,buena,4,6,22.0,19.57,buena
2024-04-15,Puente Alto,Puente Alto,12.0,validado,buena,4,0,15.0,19.29,buena
2024-04-16,Puente Alto,Puente Alto,17.0,validado,buena,4,1,12.0,18.71,buena
2024-04-17,Puente Alto,Puente Alto,15.0,validado,buena,4,2,17.0,18.29,buena
2024-04-18,Puente Alto,Puente Alto,19.0,validado,buena,4,3,15.0,17.57,buena
2024-04-19,Puente Alto,Puente Alto,22.0,validado,buena,4,4,19.0,17.29,regular
2024-04-20,Puente Alto,Puente Alto,32.0,validado,regular,4,5,22.0,17.43,regular
2024-04-21,Puente Alto,Puente Alto,26.0,validado,regular,4,6,32.0,18.86,buena
2024-04-22,Puente Alto,Puente Alto,14.0,validado,buena,4,0,26.0,20.43,buena
2024-04-23,Puente Alto,Puente Alto,18.0,validado,buena,4,1,14.0,20.71,buena
2024-04-24,Puente Alto,Puente Alto,15.0,validado,buena,4,2,18.0,20.86,buena
2024-04-25,Puente Alto,Puente Alto,14.0,validado,buena,4,3,15.0,20.86,buena
2024-04-26,Puente Alto,Puente Alto,14.0,validado,buena,4,4,14.0,20.14,buena
2024-04-27,Puente Alto,Puente Alto,19.0,validado,buena,4,5,14.0,19.0,buena
2024-04-28,Puente Alto,Puente Alto,22.0,validado,buena,4,6,19.0,17.14,buena
2024-04-29,Puente Alto,Puente Alto,16.0,validado,buena,4,0,22.0,16.57,buena
2024-04-30,Puente Alto,Puente Alto,11.0,validado,buena,4,1,16.0,16.86,buena
2024-05-01,Puente Alto,Puente Alto,15.0,validado,buena,5,2,11.0,15.86,buena
2024-05-02,Puente Alto,Puente Alto,18.0,validado,buena,5,3,15.0,15.86,regular
2024-05-03,Puente Alto,Puente Alto,26.0,validado,regular,5,4,18.0,16.43,regular
2024-05-04,Puente Alto,Puente Alto,27.0,validado,regular,5,5,26.0,18.14,buena
2024-05-05,Puente Alto,Puente Alto,20.0,validado,buena,5,6,27.0,19.29,buena
2024-05-06,Puente Alto,Puente Alto,17.0,validado,buena,5,0,20.0,19.0,buena
2024-05-07,Puente Alto,Puente Alto,9.0,validado,buena,5,1,17.0,19.14,buena
2024-05-08,Puente Alto,Puente Alto,18.0,validado,buena,5,2,9.0,18.86,regular
2024-05-09,Puente Alto,Puente Alto,31.0,validado,regular,5,3,18.0,19.29,regular
2024-05-10,Puente Alto,Puente Alto,31.0,validado,regular,5,4,31.0,21.14,regular
2024-05-11,Puente Alto,Puente Alto,39.0,validado,regular,5,5,31.0,21.86,regular
2024-05-12,Puente Alto,Puente Alto,36.0,validado,regular,5,6,39.0,23.57,regular
2024-05-13,Puente Alto,Puente Alto,26.0,validado,regular,5,0,36.0,25.86,regular
2024-05-14,Puente Alto,Puente Alto,38.0,validado,regular,5,1,26.0,27.14,regular
2024-05-15,Puente Alto,Puente Alto,27.0,validado,regular,5,2,38.0,31.29,buena
2024-05-16,Puente Alto,Puente Alto,23.0,validado,buena,5,3,27.0,32.57,regular
2024-05-17,Puente Alto,Puente Alto,28.0,validado,regular,5,4,23.0,31.43,regular
2024-05-18,Puente Alto,Puente Alto,35.0,validado,regular,5,5,28.0,31.0,regular
2024-05-19,Puente Alto,Puente Alto,49.0,validado,regular,5,6,35.0,30.43,buena
2024-05-20,Puente Alto,Puente Alto,21.0,validado,buena,5,0,49.0,32.29,buena
2024-05-21,Puente Alto,Puente Alto,14.0,validado,buena,5,1,21.0,31.57,buena
2024-05-22,Puente Alto,Puente Alto,10.0,validado,buena,5,2,14.0,28.14,buena
2024-05-23,Puente Alto,Puente Alto,9.0,validado,buena,5,3,10.0,25.71,regular
2024-05-24,Puente Alto,Puente Alto,29.0,validado,regular,5,4,9.0,23.71,buena
2024-05-25,Puente Alto,Puente Alto,20.0,validado,buena,5,5,29.0,23.86,buena
2024-05-26,Puente Alto,Puente Alto,23.0,validado,buena,5,6,20.0,21.71,regular
2024-05-27,Puente Alto,Puente Alto,37.0,validado,regular,5,0,23.0,18.0,regular
2024-05-28,Puente Alto,Puente Alto,30.0,validado,regular,5,1,37.0,20.29,regular
2024-05-29,Puente Alto,Puente Alto,42.0,validado,regular,5,2,30.0,22.57,regular
2024-05-30,Puente Alto,Puente Alto,43.0,validado,regular,5,3,42.0,27.14,regular
2024-05-31,Puente Alto,Puente Alto,37.0,validado,regular,5,4,43.0,32.0,regular
2024-06-01,Puente Alto,Puente Alto,33.0,validado,regular,6,5,37.0,33.14,mala
2024-06-02,Puente Alto,Puente Alto,51.0,validado,mala,6,6,33.0,35.0,regular
2024-06-03,Puente Alto,Puente Alto,34.0,validado,regular,6,0,51.0,39.0,regular
2024-06-04,Puente Alto,Puente Alto,45.0,validado,regular,6,1,34.0,38.57,regular
2024-06-05,Puente Alto,Puente Alto,33.0,validado,regular,6,2,45.0,40.71,regular
2024-06-06,Puente Alto,Puente Alto,47.0,validado,regular,6,3,33.0,39.43,regular
2024-06-07,Puente Alto,Puente Alto,45.0,validado,regular,6,4,47.0,40.0,buena
2024-06-08,Puente Alto,Puente Alto,20.0,validado,buena,6,5,45.0,41.14,buena
2024-06-09,Puente Alto,Puente Alto,6.0,validado,buena,6,6,20.0,39.29,buena
2024-06-10,Puente Alto,Puente Alto,18.0,validado,buena,6,0,6.0,32.86,regular
2024-06-11,Puente Alto,Puente Alto,30.0,validado,regular,6,1,18.0,30.57,buena
2024-06-12,Puente Alto,Puente Alto,20.0,validado,buena,6,2,30.0,28.43,buena
2024-06-13,Puente Alto,Puente Alto,6.0,validado,buena,6,3,20.0,26.57,buena
2024-06-14,Puente Alto,Puente Alto,5.0,validado,buena,6,4,6.0,20.71,buena
2024-06-15,Puente Alto,Puente Alto,17.0,validado,buena,6,5,5.0,15.0,regular
2024-06-16,Puente Alto,Puente Alto,32.0,validado,regular,6,6,17.0,14.57,regular
2024-06-17,Puente Alto,Puente Alto,26.0,validado,regular,6,0,32.0,18.29,buena
2024-06-18,Puente Alto,Puente Alto,6.0,validado,buena,6,1,26.0,19.43,buena
2024-06-19,Puente Alto,Puente Alto,7.0,validado,buena,6,2,6.0,16.0,buena
2024-06-20,Puente Alto,Puente Alto,16.0,validado,buena,6,3,7.0,14.14,buena
2024-06-21,Puente Alto,Puente Alto,8.0,validado,buena,6,4,16.0,15.57,buena
2024-06-22,Puente Alto,Puente Alto,5.0,validado,buena,6,5,8.0,16.0,buena
2024-06-23,Puente Alto,Puente Alto,9.0,validado,buena,6,6,5.0,14.29,buena
2024-06-24,Puente Alto,Puente Alto,18.0,validado,buena,6,0,9.0,11.0,regular
2024-06-25,Puente Alto,Puente Alto,26.0,validado,regular,6,1,18.0,9.86,regular
2024-06-26,Puente Alto,Puente Alto,33.0,validado,regular,6,2,26.0,12.71,buena
2024-06-27,Puente Alto,Puente Alto,18.0,validado,buena,6,3,33.0,16.43,regular
2024-06-28,Puente Alto,Puente Alto,34.0,validado,regular,6,4,18.0,16.71,mala
2024-06-29,Puente Alto,Puente Alto,64.0,validado,mala,6,5,34.0,20.43,regular
2024-06-30,Puente Alto,Puente Alto,31.0,validado,regular,6,6,64.0,28.86,buena
2024-07-01,Puente Alto,Puente Alto,21.0,validado,buena,7,0,31.0,32.0,buena
2024-07-02,Puente Alto,Puente Alto,14.0,validado,buena,7,1,21.0,32.43,regular
2024-07-03,Puente Alto,Puente Alto,29.0,validado,regular,7,2,14.0,30.71,regular
2024-07-04,Puente Alto,Puente Alto,41.0,validado,regular,7,3,29.0,30.14,regular
2024-07-05,Puente Alto,Puente Alto,46.0,validado,regular,7,4,41.0,33.43,regular
2024-07-06,Puente Alto,Puente Alto,41.0,validado,regular,7,5,46.0,35.14,regular
2024-07-07,Puente Alto,Puente Alto,48.0,validado,regular,7,6,41.0,31.86,regular
2024-07-08,Puente Alto,Puente Alto,47.0,validado,regular,7,0,48.0,34.29,regular
2024-07-09,Puente Alto,Puente Alto,38.0,validado,regular,7,1,47.0,38.0,regular
2024-07-12,Puente Alto,Puente Alto,48.0,validado,regular,7,4,38.0,41.43,mala
2024-07-13,Puente Alto,Puente Alto,63.0,validado,mala,7,5,48.0,44.14,mala
2024-07-14,Puente Alto,Puente Alto,59.0,validado,mala,7,6,63.0,47.29,mala
2024-07-15,Puente Alto,Puente Alto,58.0,validado,mala,7,0,59.0,49.14,regular
2024-07-16,Puente Alto,Puente Alto,42.0,validado,regular,7,1,58.0,51.57,regular
2024-07-17,Puente Alto,Puente Alto,46.0,validado,regular,7,2,42.0,50.71,regular
2024-07-18,Puente Alto,Puente Alto,41.0,validado,regular,7,3,46.0,50.57,regular
2024-07-19,Puente Alto,Puente Alto,43.0,validado,regular,7,4,41.0,51.0,regular
2024-07-20,Puente Alto,Puente Alto,46.0,validado,regular,7,5,43.0,50.29,regular
2024-07-21,Puente Alto,Puente Alto,33.0,validado,regular,7,6,46.0,47.86,regular
2024-07-22,Puente Alto,Puente Alto,31.0,validado,regular,7,0,33.0,44.14,regular
2024-07-23,Puente Alto,Puente Alto,27.0,validado,regular,7,1,31.0,40.29,regular
2024-07-24,Puente Alto,Puente Alto,29.0,validado,regular,7,2,27.0,38.14,regular
2024-07-25,Puente Alto,Puente Alto,34.0,validado,regular,7,3,29.0,35.71,regular
2024-07-26,Puente Alto,Puente Alto,41.0,validado,regular,7,4,34.0,34.71,mala
2024-07-27,Puente Alto,Puente Alto,52.0,validado,mala,7,5,41.0,34.43,regular
2024-07-28,Puente Alto,Puente Alto,49.0,validado,regular,7,6,52.0,35.29,regular
2024-07-29,Puente Alto,Puente Alto,45.0,validado,regular,7,0,49.0,37.57,regular
2024-07-30,Puente Alto,Puente Alto,50.0,validado,regular,7,1,45.0,39.57,regular
2024-07-31,Puente Alto,Puente Alto,50.0,validado,regular,7,2,50.0,42.86,buena
2024-08-01,Puente Alto,Puente Alto,25.0,validado,buena,8,3,50.0,45.86,buena
2024-08-02,Puente Alto,Puente Alto,6.0,validado,buena,8,4,25.0,44.57,buena
2024-08-03,Puente Alto,Puente Alto,20.0,validado,buena,8,5,6.0,39.57,buena
2024-08-04,Puente Alto,Puente Alto,18.0,validado,buena,8,6,20.0,35.0,buena
2024-08-05,Puente Alto,Puente Alto,14.0,validado,buena,8,0,18.0,30.57,buena
2024-08-06,Puente Alto,Puente Alto,7.0,validado,buena,8,1,14.0,26.14,buena
2024-08-07,Puente Alto,Puente Alto,17.0,validado,buena,8,2,7.0,20.0,buena
2024-08-08,Puente Alto,Puente Alto,23.0,validado,buena,8,3,17.0,15.29,regular
2024-08-09,Puente Alto,Puente Alto,28.0,validado,regular,8,4,23.0,15.0,regular
2024-08-10,Puente Alto,Puente Alto,27.0,validado,regular,8,5,28.0,18.14,regular
2024-08-11,Puente Alto,Puente Alto,28.0,validado,regular,8,6,27.0,19.14,regular
2024-08-12,Puente Alto,Puente Alto,31.0,validado,regular,8,0,28.0,20.57,regular
2024-08-13,Puente Alto,Puente Alto,30.0,validado,regular,8,1,31.0,23.0,regular
2024-08-14,Puente Alto,Puente Alto,44.0,validado,regular,8,2,30.0,26.29,mala
2024-08-15,Puente Alto,Puente Alto,58.0,validado,mala,8,3,44.0,30.14,regular
2024-08-16,Puente Alto,Puente Alto,40.0,validado,regular,8,4,58.0,35.14,regular
2024-08-17,Puente Alto,Puente Alto,41.0,validado,regular,8,5,40.0,36.86,regular
2024-08-18,Puente Alto,Puente Alto,40.0,validado,regular,8,6,41.0,38.86,regular
2024-08-19,Puente Alto,Puente Alto,33.0,validado,regular,8,0,40.0,40.57,regular
2024-08-20,Puente Alto,Puente Alto,29.0,validado,regular,8,1,33.0,40.86,buena
2024-08-21,Puente Alto,Puente Alto,25.0,validado,buena,8,2,29.0,40.71,buena
2024-08-22,Puente Alto,Puente Alto,9.0,validado,buena,8,3,25.0,38.0,buena
2024-08-23,Puente Alto,Puente Alto,14.0,validado,buena,8,4,9.0,31.0,regular
2024-08-24,Puente Alto,Puente Alto,30.0,validado,regular,8,5,14.0,27.29,buena
