fecha,estacion,comuna,mp25,estado_registro,nivel_calidad_aire,mes,dia_semana,mp25_dia_anterior,mp25_promedio_7d,temperatura_max,temperatura_min,temperatura_promedio,humedad_relativa,velocidad_viento,precipitacion,nivel_calidad_aire_dia_siguiente
2023-02-21,Puente Alto,Puente Alto,22.0,validado,buena,2,1,14.0,14.57,31.7,16.6,23.2,38,12.6,0.0,regular
2023-02-22,Puente Alto,Puente Alto,26.0,validado,regular,2,2,22.0,15.57,29.3,17.2,22.3,45,10.3,0.0,buena
2023-02-23,Puente Alto,Puente Alto,21.0,validado,buena,2,3,26.0,17.14,31.5,16.7,22.6,46,11.1,0.0,buena
2023-02-24,Puente Alto,Puente Alto,18.0,validado,buena,2,4,21.0,17.71,26.9,16.1,20.6,55,12.0,0.0,buena
2023-02-25,Puente Alto,Puente Alto,16.0,validado,buena,2,5,18.0,18.14,27.8,14.9,20.6,59,12.6,0.0,buena
2023-02-26,Puente Alto,Puente Alto,15.0,validado,buena,2,6,16.0,18.29,31.3,15.1,22.9,42,9.4,0.0,buena
2023-02-27,Puente Alto,Puente Alto,14.0,validado,buena,2,0,15.0,18.86,32.1,17.0,23.4,33,12.3,0.0,buena
2023-02-28,Puente Alto,Puente Alto,15.0,validado,buena,2,1,14.0,18.86,29.4,16.9,23.0,39,8.4,0.0,buena
2023-03-01,Puente Alto,Puente Alto,16.0,validado,buena,3,2,15.0,17.86,31.0,16.4,23.4,42,10.0,0.0,buena
2023-03-02,Puente Alto,Puente Alto,14.0,validado,buena,3,3,16.0,16.43,32.1,15.6,22.4,42,13.3,0.0,buena
2023-03-03,Puente Alto,Puente Alto,17.0,validado,buena,3,4,14.0,15.43,28.3,16.2,21.2,52,10.2,0.0,buena
2023-03-04,Puente Alto,Puente Alto,18.0,validado,buena,3,5,17.0,15.29,31.3,16.7,23.7,47,8.5,0.0,buena
2023-03-05,Puente Alto,Puente Alto,14.0,validado,buena,3,6,18.0,15.57,29.5,17.2,22.4,49,9.9,0.0,buena
2023-03-06,Puente Alto,Puente Alto,15.0,validado,buena,3,0,14.0,15.43,26.1,15.2,20.9,61,11.3,0.0,buena
2023-03-07,Puente Alto,Puente Alto,13.0,validado,buena,3,1,15.0,15.57,29.3,14.6,21.4,50,10.4,0.0,buena
2023-03-08,Puente Alto,Puente Alto,10.0,validado,buena,3,2,13.0,15.29,28.0,14.4,20.4,60,11.0,0.0,buena
2023-03-09,Puente Alto,Puente Alto,12.0,validado,buena,3,3,10.0,14.43,28.5,15.6,21.6,50,12.7,0.0,buena
2023-03-10,Puente Alto,Puente Alto,11.0,validado,buena,3,4,12.0,14.14,28.6,15.9,21.6,51,11.2,0.0,buena
2023-03-11,Puente Alto,Puente Alto,12.0,validado,buena,3,5,11.0,13.29,28.1,15.0,20.3,57,11.0,0.0,buena
2023-03-12,Puente Alto,Puente Alto,9.0,validado,buena,3,6,12.0,12.43,25.4,14.4,19.5,63,10.7,0.0,buena
2023-03-18,Puente Alto,Puente Alto,16.0,validado,buena,3,5,9.0,11.71,29.4,15.3,22.3,56,10.2,0.0,buena
2023-03-19,Puente Alto,Puente Alto,10.0,validado,buena,3,6,16.0,11.86,30.5,15.9,22.7,46,12.4,0.0,buena
2023-03-20,Puente Alto,Puente Alto,13.0,validado,buena,3,0,10.0,11.43,26.8,16.4,21.3,58,11.7,0.0,buena
2023-03-21,Puente Alto,Puente Alto,15.0,validado,buena,3,1,13.0,11.86,29.0,15.2,21.9,51,9.2,0.0,buena
2023-03-22,Puente Alto,Puente Alto,16.0,validado,buena,3,2,15.0,12.29,31.0,15.9,23.0,38,11.2,0.0,buena
2023-03-23,Puente Alto,Puente Alto,18.0,validado,buena,3,3,16.0,13.0,31.3,15.8,23.1,32,10.0,0.0,buena
2023-03-24,Puente Alto,Puente Alto,18.0,validado,buena,3,4,18.0,13.86,32.0,16.5,23.8,26,11.6,0.0,buena
2023-03-25,Puente Alto,Puente Alto,21.0,validado,buena,3,5,18.0,15.14,31.0,15.9,23.0,28,10.8,0.0,buena
2023-03-26,Puente Alto,Puente Alto,16.0,validado,buena,3,6,21.0,15.86,27.6,15.4,20.7,40,9.3,0.0,buena
2023-03-27,Puente Alto,Puente Alto,22.0,validado,buena,3,0,16.0,16.71,26.6,16.2,20.2,52,9.0,0.0,buena
2023-03-28,Puente Alto,Puente Alto,22.0,validado,buena,3,1,22.0,18.0,26.7,14.1,19.4,58,11.2,0.0,buena
2023-03-29,Puente Alto,Puente Alto,16.0,validado,buena,3,2,22.0,19.0,27.5,14.2,20.1,51,10.6,0.0,buena
2023-03-30,Puente Alto,Puente Alto,17.0,validado,buena,3,3,16.0,19.0,29.5,14.3,21.8,30,9.4,0.0,buena
2023-03-31,Puente Alto,Puente Alto,17.0,validado,buena,3,4,17.0,18.86,31.7,15.3,23.2,23,10.5,0.0,buena
2023-04-01,Puente Alto,Puente Alto,14.0,validado,buena,4,5,17.0,18.71,29.4,15.5,22.5,24,9.0,0.0,buena
2023-04-02,Puente Alto,Puente Alto,14.0,validado,buena,4,6,14.0,17.71,28.9,14.9,21.8,32,11.4,0.0,buena
2023-04-03,Puente Alto,Puente Alto,14.0,validado,buena,4,0,14.0,17.43,26.7,14.1,20.3,38,7.1,0.0,buena
2023-04-04,Puente Alto,Puente Alto,15.0,validado,buena,4,1,14.0,16.29,28.8,14.7,20.8,35,9.2,0.0,buena
2023-04-05,Puente Alto,Puente Alto,14.0,validado,buena,4,2,15.0,15.29,25.8,13.6,19.6,38,9.6,0.0,buena
2023-04-06,Puente Alto,Puente Alto,19.0,validado,buena,4,3,14.0,15.0,27.7,14.8,20.9,38,8.1,0.0,buena
2023-04-07,Puente Alto,Puente Alto,13.0,validado,buena,4,4,19.0,15.29,30.2,14.5,21.6,24,6.5,0.0,buena
2023-04-08,Puente Alto,Puente Alto,13.0,validado,buena,4,5,13.0,14.71,28.3,14.7,20.7,26,8.2,0.0,buena
2023-04-09,Puente Alto,Puente Alto,15.0,validado,buena,4,6,13.0,14.57,27.5,17.3,21.6,31,7.5,0.0,buena
2023-04-10,Puente Alto,Puente Alto,17.0,validado,buena,4,0,15.0,14.71,28.4,14.2,21.2,31,7.6,0.0,buena
2023-04-11,Puente Alto,Puente Alto,13.0,validado,buena,4,1,17.0,15.14,26.5,15.3,20.0,47,10.6,0.0,buena
2023-04-12,Puente Alto,Puente Alto,11.0,validado,buena,4,2,13.0,14.86,21.9,14.1,17.2,66,8.5,0.0,buena
2023-04-13,Puente Alto,Puente Alto,11.0,validado,buena,4,3,11.0,14.43,22.6,10.6,15.6,73,11.4,0.0,buena
2023-04-14,Puente Alto,Puente Alto,15.0,validado,buena,4,4,11.0,13.29,18.6,11.4,14.2,77,9.0,0.0,buena
2023-04-15,Puente Alto,Puente Alto,19.0,validado,buena,4,5,15.0,13.57,20.9,10.1,14.3,77,6.9,0.0,buena
2023-04-16,Puente Alto,Puente Alto,19.0,validado,buena,4,6,19.0,14.43,19.8,10.0,13.9,71,9.1,0.2,buena
2023-04-17,Puente Alto,Puente Alto,17.0,validado,buena,4,0,19.0,15.0,18.7,8.3,13.2,55,10.0,0.1,buena
2023-04-18,Puente Alto,Puente Alto,19.0,validado,buena,4,1,17.0,15.0,22.2,7.7,14.5,34,7.8,0.0,buena
2023-04-19,Puente Alto,Puente Alto,16.0,validado,buena,4,2,19.0,15.86,26.6,10.8,18.0,27,5.4,0.0,buena
2023-04-20,Puente Alto,Puente Alto,12.0,validado,buena,4,3,16.0,16.57,25.0,10.5,16.9,49,12.1,0.0,buena
2023-04-21,Puente Alto,Puente Alto,17.0,validado,buena,4,4,12.0,16.71,21.7,9.9,14.7,72,6.7,0.0,buena
2023-04-22,Puente Alto,Puente Alto,20.0,validado,buena,4,5,17.0,17.0,23.4,10.3,16.6,55,8.7,0.0,buena
2023-04-23,Puente Alto,Puente Alto,18.0,validado,buena,4,6,20.0,17.14,20.8,12.0,16.1,66,7.2,0.0,buena
2023-04-24,Puente Alto,Puente Alto,22.0,validado,buena,4,0,18.0,17.0,24.2,10.3,16.8,54,9.3,0.0,buena
2023-04-25,Puente Alto,Puente Alto,20.0,validado,buena,4,1,22.0,17.71,25.0,11.7,17.4,44,9.4,0.0,regular
2023-04-26,Puente Alto,Puente Alto,28.0,validado,regular,4,2,20.0,17.86,24.8,16.2,19.9,41,7.3,0.0,regular
2023-04-27,Puente Alto,Puente Alto,43.0,validado,regular,4,3,28.0,19.57,21.1,10.8,15.0,72,9.5,0.0,regular
2023-04-28,Puente Alto,Puente Alto,33.0,validado,regular,4,4,43.0,24.0,19.0,10.8,14.8,72,11.0,0.0,buena
2023-04-29,Puente Alto,Puente Alto,10.0,validado,buena,4,5,33.0,26.29,16.2,12.9,14.2,77,10.9,80.6,buena
2023-04-30,Puente Alto,Puente Alto,9.0,validado,buena,4,6,10.0,24.86,14.0,6.9,11.6,78,10.6,30.2,buena
2023-05-01,Puente Alto,Puente Alto,12.0,validado,buena,5,0,9.0,23.57,15.3,4.9,10.1,68,8.7,0.0,buena
2023-05-02,Puente Alto,Puente Alto,22.0,validado,buena,5,1,12.0,22.14,17.5,5.4,11.3,58,5.9,0.0,regular
2023-05-03,Puente Alto,Puente Alto,27.0,validado,regular,5,2,22.0,22.43,17.8,5.8,11.7,55,7.6,0.0,regular
2023-05-04,Puente Alto,Puente Alto,35.0,validado,regular,5,3,27.0,22.29,17.0,6.6,11.2,59,8.7,0.0,mala
2023-05-05,Puente Alto,Puente Alto,51.0,validado,mala,5,4,35.0,21.14,17.9,6.5,12.0,56,6.5,0.0,mala
2023-05-06,Puente Alto,Puente Alto,58.0,validado,mala,5,5,51.0,23.71,15.3,6.4,11.1,67,6.8,0.0,regular
2023-05-07,Puente Alto,Puente Alto,49.0,validado,regular,5,6,58.0,30.57,19.1,6.5,12.8,53,5.4,0.0,regular
2023-05-08,Puente Alto,Puente Alto,39.0,validado,regular,5,0,49.0,36.29,23.5,6.7,14.7,52,10.1,0.0,buena
2023-05-09,Puente Alto,Puente Alto,24.0,validado,buena,5,1,39.0,40.14,24.2,10.2,17.1,47,6.5,0.0,buena
2023-05-10,Puente Alto,Puente Alto,24.0,validado,buena,5,2,24.0,40.43,24.3,11.7,18.1,51,6.5,0.0,buena
2023-05-11,Puente Alto,Puente Alto,24.0,validado,buena,5,3,24.0,40.0,23.4,13.4,18.3,56,6.2,0.0,buena
2023-05-12,Puente Alto,Puente Alto,18.0,validado,buena,5,4,24.0,38.43,24.4,13.0,18.4,53,5.2,0.0,regular
2023-05-13,Puente Alto,Puente Alto,29.0,validado,regular,5,5,18.0,33.71,23.2,13.2,17.8,53,4.8,0.0,regular
2023-05-14,Puente Alto,Puente Alto,33.0,validado,regular,5,6,29.0,29.57,23.8,12.4,16.9,54,7.6,0.0,regular
2023-05-15,Puente Alto,Puente Alto,33.0,validado,regular,5,0,33.0,27.29,18.2,10.5,14.3,82,8.4,0.0,regular
2023-05-16,Puente Alto,Puente Alto,31.0,validado,regular,5,1,33.0,26.43,18.2,10.1,13.3,88,7.0,0.8,buena
2023-05-17,Puente Alto,Puente Alto,11.0,validado,buena,5,2,31.0,27.43,16.0,9.1,12.4,84,5.2,13.5,buena
2023-05-18,Puente Alto,Puente Alto,17.0,validado,buena,5,3,11.0,25.57,19.0,7.4,12.6,67,6.4,0.0,regular
2023-05-19,Puente Alto,Puente Alto,27.0,validado,regular,5,4,17.0,24.57,18.1,9.4,13.4,73,5.1,0.0,regular
2023-05-20,Puente Alto,Puente Alto,37.0,validado,regular,5,5,27.0,25.86,19.1,7.5,12.6,67,8.0,0.0,regular
2023-05-21,Puente Alto,Puente Alto,48.0,validado,regular,5,6,37.0,27.0,16.0,9.0,11.2,79,10.5,6.5,buena
2023-05-22,Puente Alto,Puente Alto,20.0,validado,buena,5,0,48.0,29.14,18.0,9.7,13.0,72,12.7,20.1,buena
2023-05-23,Puente Alto,Puente Alto,22.0,validado,buena,5,1,20.0,27.29,14.7,9.8,12.1,74,7.2,2.8,buena
2023-05-24,Puente Alto,Puente Alto,19.0,validado,buena,5,2,22.0,26.0,14.2,8.9,11.5,78,6.4,0.1,regular
2023-05-25,Puente Alto,Puente Alto,26.0,validado,regular,5,3,19.0,27.14,13.2,8.4,11.2,81,12.0,0.5,buena
2023-05-26,Puente Alto,Puente Alto,19.0,validado,buena,5,4,26.0,28.43,14.2,6.7,10.7,80,6.2,0.0,regular
2023-05-27,Puente Alto,Puente Alto,36.0,validado,regular,5,5,19.0,27.29,19.2,9.2,14.4,61,6.4,0.0,regular
2023-05-28,Puente Alto,Puente Alto,47.0,validado,regular,5,6,36.0,27.14,19.8,9.1,13.6,58,6.9,0.0,regular
2023-05-29,Puente Alto,Puente Alto,47.0,validado,regular,5,0,47.0,27.0,21.4,11.1,16.5,55,6.8,0.0,regular
2023-05-30,Puente Alto,Puente Alto,49.0,validado,regular,5,1,47.0,30.86,19.9,11.7,14.9,59,5.1,0.1,regular
2023-05-31,Puente Alto,Puente Alto,39.0,validado,regular,5,2,49.0,34.71,18.6,9.2,14.8,59,6.0,0.0,regular
2023-06-01,Puente Alto,Puente Alto,36.0,validado,regular,6,3,39.0,37.57,18.0,10.7,14.4,54,6.5,0.0,regular
2023-06-02,Puente Alto,Puente Alto,26.0,validado,regular,6,4,36.0,39.0,15.5,10.0,12.6,71,7.7,3.8,regular
2023-06-03,Puente Alto,Puente Alto,33.0,validado,regular,6,5,26.0,40.0,14.2,10.2,12.4,87,5.6,0.9,regular
2023-06-04,Puente Alto,Puente Alto,31.0,validado,regular,6,6,33.0,39.57,21.5,7.5,13.9,60,6.7,0.0,regular
2023-06-05,Puente Alto,Puente Alto,27.0,validado,regular,6,0,31.0,37.29,22.2,11.1,16.1,51,6.1,0.0,regular
2023-06-06,Puente Alto,Puente Alto,34.0,validado,regular,6,1,27.0,34.43,20.1,11.0,15.8,60,6.3,0.0,regular
2023-06-07,Puente Alto,Puente Alto,38.0,validado,regular,6,2,34.0,32.29,20.3,11.5,15.8,61,5.8,0.0,buena
2023-06-08,Puente Alto,Puente Alto,24.0,validado,buena,6,3,38.0,32.14,17.5,9.1,13.0,75,7.9,3.4,buena
2023-06-09,Puente Alto,Puente Alto,7.0,validado,buena,6,4,24.0,30.43,13.0,8.9,11.5,90,10.9,37.4,buena
2023-06-10,Puente Alto,Puente Alto,18.0,validado,buena,6,5,7.0,27.71,11.7,4.2,8.5,92,6.6,0.3,regular
2023-06-11,Puente Alto,Puente Alto,32.0,validado,regular,6,6,18.0,25.57,11.3,3.1,6.9,74,6.1,0.0,regular
2023-06-12,Puente Alto,Puente Alto,38.0,validado,regular,6,0,32.0,25.71,13.5,1.7,7.3,49,9.7,0.0,regular
2023-06-13,Puente Alto,Puente Alto,38.0,validado,regular,6,1,38.0,27.29,15.8,2.4,8.4,39,11.2,0.0,regular
2023-06-14,Puente Alto,Puente Alto,33.0,validado,regular,6,2,38.0,27.86,17.6,2.8,10.6,39,6.5,0.0,regular
2023-06-15,Puente Alto,Puente Alto,28.0,validado,regular,6,3,33.0,27.14,18.4,7.6,13.0,45,6.1,0.0,regular
2023-06-16,Puente Alto,Puente Alto,31.0,validado,regular,6,4,28.0,27.71,20.3,7.2,13.5,52,6.5,0.0,regular
2023-06-17,Puente Alto,Puente Alto,32.0,validado,regular,6,5,31.0,31.14,23.1,8.0,14.7,51,8.6,0.0,regular
2023-06-18,Puente Alto,Puente Alto,31.0,validado,regular,6,6,32.0,33.14,13.4,7.0,9.2,71,7.2,0.0,regular
2023-06-19,Puente Alto,Puente Alto,30.0,validado,regular,6,0,31.0,33.0,15.8,7.3,11.2,81,9.8,5.2,regular
2023-06-20,Puente Alto,Puente Alto,33.0,validado,regular,6,1,30.0,31.86,14.1,7.8,10.5,69,7.6,0.0,buena
2023-06-21,Puente Alto,Puente Alto,23.0,validado,buena,6,2,33.0,31.14,16.0,9.1,12.5,74,9.5,2.5,buena
2023-06-22,Puente Alto,Puente Alto,9.0,validado,buena,6,3,23.0,29.71,14.0,11.3,12.5,84,12.2,69.9,buena
2023-06-23,Puente Alto,Puente Alto,9.0,validado,buena,6,4,9.0,27.0,14.9,12.2,13.7,88,12.9,45.2,buena
2023-06-24,Puente Alto,Puente Alto,16.0,validado,buena,6,5,9.0,23.86,18.1,12.9,15.2,76,16.6,12.7,buena
2023-06-25,Puente Alto,Puente Alto,20.0,validado,buena,6,6,16.0,21.57,17.0,11.4,13.6,79,6.8,7.7,buena
2023-06-26,Puente Alto,Puente Alto,17.0,validado,buena,6,0,20.0,20.0,13.9,10.3,12.4,89,7.6,5.0,buena
2023-06-27,Puente Alto,Puente Alto,18.0,validado,buena,6,1,17.0,18.14,12.5,5.4,10.1,81,7.6,0.3,regular
2023-06-28,Puente Alto,Puente Alto,42.0,validado,regular,6,2,18.0,16.0,20.2,2.4,10.5,61,9.2,0.0,buena
2023-06-29,Puente Alto,Puente Alto,23.0,validado,buena,6,3,42.0,18.71,18.9,6.0,12.4,62,6.9,0.0,buena
2023-06-30,Puente Alto,Puente Alto,23.0,validado,buena,6,4,23.0,20.71,20.7,6.0,12.8,57,6.2,0.0,regular
2023-07-01,Puente Alto,Puente Alto,35.0,validado,regular,7,5,23.0,22.71,22.7,6.1,12.1,58,7.6,0.0,regular
2023-07-02,Puente Alto,Puente Alto,38.0,validado,regular,7,6,35.0,25.43,14.6,6.4,11.2,64,6.6,0.0,regular
2023-07-03,Puente Alto,Puente Alto,30.0,validado,regular,7,0,38.0,28.0,16.5,4.7,10.5,62,5.1,0.0,buena
2023-07-04,Puente Alto,Puente Alto,15.0,validado,buena,7,1,30.0,29.86,14.5,5.9,9.9,69,7.3,0.3,buena
2023-07-05,Puente Alto,Puente Alto,16.0,validado,buena,7,2,15.0,29.43,14.2,4.2,9.2,71,7.2,0.0,regular
2023-07-06,Puente Alto,Puente Alto,28.0,validado,regular,7,3,16.0,25.71,12.5,7.1,10.2,78,5.9,0.0,regular
2023-07-07,Puente Alto,Puente Alto,35.0,validado,regular,7,4,28.0,26.43,12.0,6.9,9.1,71,10.4,0.1,regular
2023-07-08,Puente Alto,Puente Alto,31.0,validado,regular,7,5,35.0,28.14,14.4,4.0,9.6,66,6.5,0.1,buena
2023-07-09,Puente Alto,Puente Alto,24.0,validado,buena,7,6,31.0,27.57,13.8,5.8,9.7,74,5.1,0.0,buena
2023-07-10,Puente Alto,Puente Alto,21.0,validado,buena,7,0,24.0,25.57,17.8,4.3,9.7,70,7.9,0.0,regular
2023-07-11,Puente Alto,Puente Alto,27.0,validado,regular,7,1,21.0,24.29,11.2,6.4,8.9,83,7.3,8.3,buena
2023-07-12,Puente Alto,Puente Alto,5.0,validado,buena,7,2,27.0,26.0,12.6,4.7,8.2,80,8.8,37.2,buena
2023-07-13,Puente Alto,Puente Alto,20.0,validado,buena,7,3,5.0,24.43,17.6,-0.0,8.7,58,7.2,0.0,regular
2023-07-14,Puente Alto,Puente Alto,34.0,validado,regular,7,4,20.0,23.29,16.0,6.3,10.7,61,5.4,0.0,mala
2023-07-15,Puente Alto,Puente Alto,51.0,validado,mala,7,5,34.0,23.14,15.7,7.3,10.8,69,6.1,0.0,regular
2023-07-16,Puente Alto,Puente Alto,47.0,validado,regular,7,6,51.0,26.0,18.1,6.3,11.1,63,6.6,0.0,regular
2023-07-17,Puente Alto,Puente Alto,42.0,validado,regular,7,0,47.0,29.29,17.0,3.6,10.5,61,5.4,0.0,regular
2023-07-18,Puente Alto,Puente Alto,42.0,validado,regular,7,1,42.0,32.29,20.1,9.0,13.8,59,20.5,0.0,regular
2023-07-19,Puente Alto,Puente Alto,34.0,validado,regular,7,2,42.0,34.43,19.4,11.5,16.0,59,20.9,0.0,regular
2023-07-20,Puente Alto,Puente Alto,34.0,validado,regular,7,3,34.0,38.57,18.3,8.0,13.3,61,7.9,0.0,buena
2023-07-21,Puente Alto,Puente Alto,24.0,validado,buena,7,4,34.0,40.57,15.8,9.5,12.0,71,9.7,0.0,buena
2023-07-22,Puente Alto,Puente Alto,8.0,validado,buena,7,5,24.0,39.14,9.9,5.1,8.6,87,13.3,43.6,regular
2023-07-23,Puente Alto,Puente Alto,27.0,validado,regular,7,6,8.0,33.0,13.2,4.7,9.1,79,5.0,0.0,regular
2023-07-24,Puente Alto,Puente Alto,31.0,validado,regular,7,0,27.0,30.14,16.5,8.5,12.7,65,6.3,0.0,buena
2023-07-25,Puente Alto,Puente Alto,21.0,validado,buena,7,1,31.0,28.57,14.8,6.5,10.4,72,8.6,0.0,regular
2023-07-26,Puente Alto,Puente Alto,29.0,validado,regular,7,2,21.0,25.57,16.1,1.6,9.5,67,6.5,0.0,regular
2023-07-27,Puente Alto,Puente Alto,42.0,validado,regular,7,3,29.0,24.86,17.9,5.3,12.2,61,5.2,0.0,mala
2023-07-28,Puente Alto,Puente Alto,51.0,validado,mala,7,4,42.0,26.0,22.5,5.7,13.8,58,6.4,0.0,regular
2023-07-29,Puente Alto,Puente Alto,34.0,validado,regular,7,5,51.0,29.86,22.6,9.1,16.8,50,7.1,0.0,regular
2023-07-30,Puente Alto,Puente Alto,36.0,validado,regular,7,6,34.0,33.57,22.6,11.2,16.5,56,4.5,0.0,regular
2023-07-31,Puente Alto,Puente Alto,40.0,validado,regular,7,0,36.0,34.86,20.9,11.0,15.2,64,5.4,0.0,regular
2023-08-01,Puente Alto,Puente Alto,28.0,validado,regular,8,1,40.0,36.14,21.6,8.2,14.5,60,4.7,0.0,regular
2023-08-02,Puente Alto,Puente Alto,32.0,validado,regular,8,2,28.0,37.14,22.3,10.4,15.9,64,5.2,0.0,regular
2023-08-03,Puente Alto,Puente Alto,27.0,validado,regular,8,3,32.0,37.57,22.7,9.0,15.8,59,6.4,0.0,regular
2023-08-04,Puente Alto,Puente Alto,32.0,validado,regular,8,4,27.0,35.43,24.7,7.7,15.9,55,5.8,0.0,regular
2023-08-05,Puente Alto,Puente Alto,28.0,validado,regular,8,5,32.0,32.71,15.1,7.4,10.9,74,8.9,0.0,regular
2023-08-06,Puente Alto,Puente Alto,26.0,validado,regular,8,6,28.0,31.86,15.8,7.4,11.0,83,6.5,0.0,regular
2023-08-07,Puente Alto,Puente Alto,35.0,validado,regular,8,0,26.0,30.43,18.3,4.6,11.4,54,6.5,0.0,regular
2023-08-08,Puente Alto,Puente Alto,43.0,validado,regular,8,1,35.0,29.71,20.3,8.3,14.7,62,6.2,0.0,mala
2023-08-09,Puente Alto,Puente Alto,52.0,validado,mala,8,2,43.0,31.86,17.6,10.2,13.5,64,7.3,0.0,buena
2023-08-10,Puente Alto,Puente Alto,7.0,validado,buena,8,3,52.0,34.71,12.7,5.7,9.8,78,14.1,16.0,buena
2023-08-11,Puente Alto,Puente Alto,21.0,validado,buena,8,4,7.0,31.86,16.1,1.1,8.5,76,8.5,0.0,regular
2023-08-12,Puente Alto,Puente Alto,35.0,validado,regular,8,5,21.0,30.29,20.1,5.9,12.9,62,8.0,0.0,buena
2023-08-13,Puente Alto,Puente Alto,25.0,validado,buena,8,6,35.0,31.29,23.1,7.3,14.8,56,6.2,0.0,buena
2023-08-14,Puente Alto,Puente Alto,19.0,validado,buena,8,0,25.0,31.14,23.3,8.4,15.1,57,5.6,0.0,buena
2023-08-15,Puente Alto,Puente Alto,19.0,validado,buena,8,1,19.0,28.86,18.4,9.3,12.7,72,7.6,0.1,buena
2023-08-16,Puente Alto,Puente Alto,13.0,validado,buena,8,2,19.0,25.43,15.4,9.1,12.1,82,9.0,0.8,buena
2023-08-17,Puente Alto,Puente Alto,12.0,validado,buena,8,3,13.0,19.86,13.1,6.7,10.2,86,10.1,9.7,buena
2023-08-18,Puente Alto,Puente Alto,20.0,validado,buena,8,4,12.0,20.57,15.0,2.9,9.3,74,7.2,0.0,buena
2023-08-19,Puente Alto,Puente Alto,14.0,validado,buena,8,5,20.0,20.43,10.5,7.3,9.5,83,13.6,46.9,buena
2023-08-20,Puente Alto,Puente Alto,7.0,validado,buena,8,6,14.0,17.43,16.5,9.4,12.0,83,9.1,12.3,buena
2023-08-21,Puente Alto,Puente Alto,10.0,validado,buena,8,0,7.0,14.86,14.8,9.8,11.9,75,14.2,0.1,buena
2023-08-22,Puente Alto,Puente Alto,4.0,validado,buena,8,1,10.0,13.57,12.2,9.5,10.6,84,20.6,69.9,buena
2023-08-23,Puente Alto,Puente Alto,2.0,validado,buena,8,2,4.0,11.43,11.8,7.2,9.0,88,8.7,38.7,buena
2023-08-24,Puente Alto,Puente Alto,12.0,validado,buena,8,3,2.0,9.86,13.8,6.1,9.4,78,10.0,0.3,buena
2023-08-26,Puente Alto,Puente Alto,20.0,validado,buena,8,5,12.0,9.86,16.3,1.9,8.8,56,8.4,0.0,buena
2023-08-27,Puente Alto,Puente Alto,21.0,validado,buena,8,6,20.0,9.86,20.5,1.8,11.0,57,6.5,0.0,buena
2023-08-28,Puente Alto,Puente Alto,17.0,validado,buena,8,0,21.0,10.86,15.2,6.9,11.4,67,8.7,2.0,buena
2023-08-29,Puente Alto,Puente Alto,14.0,validado,buena,8,1,17.0,12.29,18.7,1.5,10.5,65,8.6,0.0,buena
2023-08-30,Puente Alto,Puente Alto,16.0,validado,buena,8,2,14.0,12.86,16.8,7.5,11.6,82,8.4,0.0,buena
2023-08-31,Puente Alto,Puente Alto,21.0,validado,buena,8,3,16.0,14.57,20.6,6.3,12.8,66,10.0,0.0,regular
2023-09-01,Puente Alto,Puente Alto,26.0,validado,regular,9,4,21.0,17.29,16.8,9.8,12.7,75,9.0,0.4,buena
2023-09-02,Puente Alto,Puente Alto,21.0,validado,buena,9,5,26.0,19.29,15.2,7.0,10.7,83,13.5,6.2,buena
2023-09-03,Puente Alto,Puente Alto,20.0,validado,buena,9,6,21.0,19.43,14.1,7.0,10.3,83,8.7,4.3,buena
2023-09-04,Puente Alto,Puente Alto,16.0,validado,buena,9,0,20.0,19.29,12.5,7.0,9.8,82,12.7,6.4,regular
2023-09-05,Puente Alto,Puente Alto,39.0,validado,regular,9,1,16.0,19.14,15.4,5.4,10.5,81,5.4,0.9,buena
2023-09-06,Puente Alto,Puente Alto,12.0,validado,buena,9,2,39.0,22.71,12.3,8.6,10.3,91,8.0,36.6,buena
2023-09-07,Puente Alto,Puente Alto,11.0,validado,buena,9,3,12.0,22.14,14.9,6.1,10.1,83,9.0,1.9,buena
2023-09-08,Puente Alto,Puente Alto,20.0,validado,buena,9,4,11.0,20.71,16.8,8.1,12.1,76,8.6,1.3,regular
2023-09-09,Puente Alto,Puente Alto,28.0,validado,regular,9,5,20.0,19.86,16.0,9.5,12.4,77,6.9,1.3,regular
2023-09-10,Puente Alto,Puente Alto,36.0,validado,regular,9,6,28.0,20.86,14.7,10.0,11.8,77,6.3,0.7,buena
2023-09-11,Puente Alto,Puente Alto,5.0,validado,buena,9,0,36.0,23.14,15.5,6.9,10.8,76,15.4,29.3,buena
2023-09-12,Puente Alto,Puente Alto,14.0,validado,buena,9,1,5.0,21.57,13.7,3.9,8.4,76,8.3,1.5,buena
2023-09-13,Puente Alto,Puente Alto,22.0,validado,buena,9,2,14.0,18.0,13.6,-0.7,7.9,67,7.8,0.0,regular
2023-09-14,Puente Alto,Puente Alto,26.0,validado,regular,9,3,22.0,19.43,19.7,8.9,13.4,69,6.6,0.0,buena
2023-09-15,Puente Alto,Puente Alto,19.0,validado,buena,9,4,26.0,21.57,21.8,7.3,14.5,65,7.6,0.0,buena
2023-09-16,Puente Alto,Puente Alto,12.0,validado,buena,9,5,19.0,21.43,18.6,7.5,12.7,71,12.8,0.0,buena
2023-09-17,Puente Alto,Puente Alto,15.0,validado,buena,9,6,12.0,19.14,11.0,8.3,9.5,93,11.1,4.3,regular
